1000	True	False	[50, 50, 53, 54, 93]	25	[-1, -1, -1, -1, -1]	-5
1003	True	False	[50, 57, 58, 59, 76]	25	[-1, -1, -1, -1, -1]	-5
1011	True	False	[50, 50, 52, 71, 77]	25	[-1, -1, -1, -1, -1]	-5
1012	True	False	[50, 50, 57, 70, 73]	25	[-1, -1, -1, -1, -1]	-5
1013	True	False	[51, 59, 62, 62, 66]	25	[-1, -1, -1, -1, -1]	-5
1017	True	False	[50, 50, 52, 61, 87]	25	[-1, -1, -1, -1, -1]	-5
1019	True	False	[50, 50, 56, 70, 74]	25	[-1, -1, -1, -1, -1]	-5
1023	True	False	[50, 50, 61, 69, 70]	25	[-1, -1, -1, -1, -1]	-5
1032	True	False	[50, 52, 57, 65, 76]	25	[-1, -1, -1, -1, -1]	-5
1036	True	False	[50, 50, 50, 67, 83]	25	[-1, -1, -1, -1, -1]	-5
1057	True	False	[50, 50, 54, 54, 92]	26	[-1, -1, -1, -1, -1]	-5
1062	True	False	[50, 50, 53, 56, 91]	26	[-1, -1, -1, -1, -1]	-5
1070	True	False	[50, 50, 53, 65, 82]	26	[-1, -1, -1, -1, -1]	-5
1071	True	False	[52, 56, 62, 65, 65]	25	[-1, -1, -1, -1, -1]	-5
1073	True	False	[50, 59, 62, 63, 66]	25	[-1, -1, -1, -1, -1]	-5
1081	True	False	[50, 50, 52, 56, 92]	27	[-1, -1, -1, -1, -1]	-5
1084	True	False	[50, 50, 52, 67, 81]	25	[-1, -1, -1, -1, -1]	-5
1088	True	False	[50, 50, 52, 64, 84]	25	[-1, -1, -1, -1, -1]	-5
1094	True	False	[50, 50, 53, 68, 79]	25	[-1, -1, -1, -1, -1]	-5
1108	True	False	[50, 50, 52, 74, 74]	25	[-1, -1, -1, -1, -1]	-5
1114	True	False	[50, 50, 57, 58, 85]	25	[-1, -1, -1, -1, -1]	-5
1116	True	False	[50, 50, 53, 70, 77]	25	[-1, -1, -1, -1, -1]	-5
1117	True	False	[50, 50, 53, 71, 76]	25	[-1, -1, -1, -1, -1]	-5
1118	True	False	[50, 50, 58, 63, 79]	25	[-1, -1, -1, -1, -1]	-5
1122	True	False	[52, 60, 61, 63, 64]	25	[-1, -1, -1, -1, -1]	-5
1123	True	False	[50, 50, 54, 54, 92]	26	[-1, -1, -1, -1, -1]	-5
1124	True	False	[50, 50, 51, 65, 84]	25	[-1, -1, -1, -1, -1]	-5
1126	True	False	[50, 50, 58, 71, 71]	25	[-1, -1, -1, -1, -1]	-5
1129	True	False	[50, 50, 52, 72, 76]	25	[-1, -1, -1, -1, -1]	-5
1133	True	False	[50, 50, 54, 56, 90]	26	[-1, -1, -1, -1, -1]	-5
1140	True	False	[50, 50, 52, 72, 76]	25	[-1, -1, -1, -1, -1]	-5
1142	True	False	[50, 50, 54, 64, 82]	25	[-1, -1, -1, -1, -1]	-5
1166	True	False	[50, 57, 59, 60, 74]	25	[-1, -1, -1, -1, -1]	-5
1171	True	False	[50, 50, 57, 63, 80]	25	[-1, -1, -1, -1, -1]	-5
1174	True	False	[50, 53, 55, 68, 74]	25	[-1, -1, -1, -1, -1]	-5
1186	True	False	[50, 50, 52, 70, 78]	25	[-1, -1, -1, -1, -1]	-5
1189	True	False	[50, 50, 52, 72, 76]	25	[-1, -1, -1, -1, -1]	-5
1190	True	False	[50, 50, 55, 56, 89]	26	[-1, -1, -1, -1, -1]	-5
1196	True	False	[50, 50, 51, 56, 93]	25	[-1, -1, -1, -1, -1]	-5
1200	True	False	[50, 50, 53, 54, 93]	27	[-1, -1, -1, -1, -1]	-5
1202	True	False	[50, 50, 56, 70, 74]	25	[-1, -1, -1, -1, -1]	-5
1206	True	False	[50, 50, 64, 66, 70]	25	[-1, -1, -1, -1, -1]	-5
1207	True	False	[50, 51, 58, 61, 80]	25	[-1, -1, -1, -1, -1]	-5
1208	True	False	[50, 50, 53, 54, 93]	26	[-1, -1, -1, -1, -1]	-5
1210	True	False	[50, 50, 52, 69, 79]	25	[-1, -1, -1, -1, -1]	-5
1215	True	False	[50, 50, 59, 59, 82]	25	[-1, -1, -1, -1, -1]	-5
1222	True	False	[50, 53, 54, 60, 83]	25	[-1, -1, -1, -1, -1]	-5
1223	True	False	[50, 50, 54, 71, 75]	25	[-1, -1, -1, -1, -1]	-5
1226	True	False	[51, 54, 57, 62, 76]	25	[-1, -1, -1, -1, -1]	-5
1233	True	False	[50, 50, 52, 70, 78]	25	[-1, -1, -1, -1, -1]	-5
1237	True	False	[50, 50, 52, 72, 76]	25	[-1, -1, -1, -1, -1]	-5
1252	True	False	[50, 50, 54, 56, 90]	26	[-1, -1, -1, -1, -1]	-5
1258	True	False	[50, 50, 54, 54, 92]	26	[-1, -1, -1, -1, -1]	-5
1261	True	False	[50, 50, 56, 67, 77]	25	[-1, -1, -1, -1, -1]	-5
1263	True	False	[50, 50, 58, 58, 84]	25	[-1, -1, -1, -1, -1]	-5
1275	True	False	[51, 59, 60, 62, 68]	25	[-1, -1, -1, -1, -1]	-5
1276	True	False	[52, 59, 62, 63, 64]	25	[-1, -1, -1, -1, -1]	-5
1278	True	False	[50, 50, 50, 70, 80]	25	[-1, -1, -1, -1, -1]	-5
1288	True	False	[51, 58, 62, 63, 66]	25	[-1, -1, -1, -1, -1]	-5
1298	True	False	[50, 50, 61, 62, 77]	25	[-1, -1, -1, -1, -1]	-5
